Timestamp;lf;speed[0]
0;4.000000E+003;2.490000E+003
1150;4.000000E+003;2.490000E+003
2090;4.000000E+003;2.490000E+003
3088;4.000000E+003;2.490000E+003
4088;4.000000E+003;2.490000E+003
5086;4.000000E+003;2.490000E+003
6086;4.000000E+003;2.490000E+003
7089;4.000000E+003;2.490000E+003
8088;4.000000E+003;2.490000E+003
9087;4.000000E+003;2.490000E+003
10087;4.000000E+003;2.490000E+003
11160;4.000000E+003;2.490000E+003
12085;4.000000E+003;2.490000E+003
13090;4.000000E+003;2.490000E+003
14089;4.000000E+003;2.490000E+003
15086;4.000000E+003;2.490000E+003
16085;4.000000E+003;2.490000E+003
17089;4.000000E+003;2.490000E+003
18089;4.000000E+003;2.490000E+003
19088;4.000000E+003;2.490000E+003
20087;4.000000E+003;2.490000E+003
21084;4.000000E+003;2.490000E+003
22091;4.000000E+003;2.490000E+003
23119;4.000000E+003;2.490000E+003
24091;4.000000E+003;2.490000E+003
25088;4.000000E+003;2.490000E+003
26088;4.000000E+003;2.490000E+003
27084;4.000000E+003;2.490000E+003
28091;4.000000E+003;2.490000E+003
29091;4.000000E+003;2.490000E+003
30090;4.000000E+003;2.490000E+003
31087;4.000000E+003;2.490000E+003
32086;4.000000E+003;2.490000E+003
33090;4.000000E+003;2.490000E+003
34090;4.000000E+003;2.490000E+003
35101;4.000000E+003;2.490000E+003
36085;4.000000E+003;2.490000E+003
37090;4.000000E+003;2.490000E+003
38089;4.000000E+003;2.490000E+003
39089;4.000000E+003;2.490000E+003
40088;4.000000E+003;2.490000E+003
41085;4.000000E+003;2.490000E+003
42085;4.000000E+003;2.490000E+003
43090;4.000000E+003;2.490000E+003
44091;4.000000E+003;2.490000E+003
45088;4.000000E+003;2.490000E+003
46116;4.000000E+003;2.490000E+003
47086;4.000000E+003;2.490000E+003
48091;4.000000E+003;2.490000E+003
49087;4.000000E+003;2.490000E+003
50092;4.000000E+003;2.490000E+003
51084;4.000000E+003;2.490000E+003
52089;4.000000E+003;2.490000E+003
53090;4.000000E+003;2.490000E+003
54087;4.000000E+003;2.490000E+003
55087;4.000000E+003;2.490000E+003
56085;4.000000E+003;2.490000E+003
57100;4.000000E+003;2.490000E+003
58085;4.000000E+003;2.490000E+003
59085;4.000000E+003;2.490000E+003
60086;4.000000E+003;2.490000E+003
61091;4.000000E+003;2.490000E+003
62091;4.000000E+003;2.490000E+003
63089;4.000000E+003;2.490000E+003
64089;4.000000E+003;2.490000E+003
65086;4.000000E+003;2.490000E+003
66087;4.000000E+003;2.490000E+003
67092;4.000000E+003;2.490000E+003
68102;4.000000E+003;2.490000E+003
69090;4.000000E+003;2.490000E+003
70087;4.000000E+003;2.490000E+003
71088;4.000000E+003;2.490000E+003
72092;4.000000E+003;2.490000E+003
73090;4.000000E+003;2.490000E+003
74086;4.000000E+003;2.490000E+003
75086;4.000000E+003;2.490000E+003
76090;4.000000E+003;2.490000E+003
77089;4.000000E+003;2.490000E+003
78105;4.000000E+003;2.490000E+003
79084;4.000000E+003;2.490000E+003
80089;4.000000E+003;2.490000E+003
81088;4.000000E+003;2.490000E+003
82085;4.000000E+003;2.490000E+003
83084;4.000000E+003;2.490000E+003
84089;4.000000E+003;2.490000E+003
85088;4.000000E+003;2.490000E+003
86085;4.000000E+003;2.490000E+003
87084;4.000000E+003;2.490000E+003
88089;4.000000E+003;2.490000E+003
89103;4.000000E+003;2.490000E+003
90087;4.000000E+003;2.490000E+003
91084;4.000000E+003;2.490000E+003
92091;4.000000E+003;2.490000E+003
93088;4.000000E+003;2.490000E+003
94087;4.000000E+003;2.490000E+003
95092;4.000000E+003;2.490000E+003
96091;4.000000E+003;2.490000E+003
97088;4.000000E+003;2.490000E+003
98087;4.000000E+003;2.490000E+003
99086;4.000000E+003;2.490000E+003
100100;4.000000E+003;2.490000E+003
101084;4.000000E+003;2.490000E+003
102089;4.000000E+003;2.490000E+003
103088;4.000000E+003;2.490000E+003
104085;4.000000E+003;2.490000E+003
105084;4.000000E+003;2.490000E+003
106089;4.000000E+003;2.490000E+003
107089;4.000000E+003;2.490000E+003
108086;4.000000E+003;2.490000E+003
109089;4.000000E+003;2.490000E+003
110086;4.000000E+003;2.490000E+003
111104;4.000000E+003;2.490000E+003
112089;4.000000E+003;2.490000E+003
113087;4.000000E+003;2.490000E+003
114087;4.000000E+003;2.490000E+003
115085;4.000000E+003;2.490000E+003
116085;4.000000E+003;2.490000E+003
117090;4.000000E+003;2.490000E+003
118090;4.000000E+003;2.490000E+003
119091;4.000000E+003;2.490000E+003
120091;4.000000E+003;2.490000E+003
121088;4.000000E+003;2.490000E+003
122100;4.000000E+003;2.490000E+003
123090;4.000000E+003;2.490000E+003
124090;4.000000E+003;2.490000E+003
125088;4.000000E+003;2.490000E+003
126088;4.000000E+003;2.490000E+003
127086;4.000000E+003;2.490000E+003
128086;4.000000E+003;2.490000E+003
129086;4.000000E+003;2.490000E+003
130086;4.000000E+003;2.490000E+003
131091;4.000000E+003;2.490000E+003
132106;4.000000E+003;2.490000E+003
133089;4.000000E+003;2.490000E+003
134089;4.000000E+003;2.490000E+003
135087;4.000000E+003;2.490000E+003
136087;4.000000E+003;2.490000E+003
137085;4.000000E+003;2.490000E+003
138091;4.000000E+003;2.490000E+003
139089;4.000000E+003;2.490000E+003
140089;4.000000E+003;2.490000E+003
141085;4.000000E+003;2.490000E+003
142085;4.000000E+003;2.490000E+003
143105;4.000000E+003;2.490000E+003
144090;4.000000E+003;2.490000E+003
145086;4.000000E+003;2.490000E+003
146086;4.000000E+003;2.490000E+003
147090;4.000000E+003;2.490000E+003
148089;4.000000E+003;2.490000E+003
149089;4.000000E+003;2.490000E+003
150088;4.000000E+003;2.490000E+003
151085;4.000000E+003;2.490000E+003
152084;4.000000E+003;2.490000E+003
153088;4.000000E+003;2.490000E+003
154106;4.000000E+003;2.490000E+003
155088;4.000000E+003;2.490000E+003
156087;4.000000E+003;2.490000E+003
157091;4.000000E+003;2.490000E+003
158091;4.000000E+003;2.490000E+003
159090;4.000000E+003;2.490000E+003
160090;4.000000E+003;2.490000E+003
161086;4.000000E+003;2.490000E+003
162086;4.000000E+003;2.490000E+003
163090;4.000000E+003;2.490000E+003
164089;4.000000E+003;2.490000E+003
165103;4.000000E+003;2.490000E+003
166085;4.000000E+003;2.490000E+003
167084;4.000000E+003;2.490000E+003
168089;4.000000E+003;2.490000E+003
169091;4.000000E+003;2.490000E+003
170087;4.000000E+003;2.490000E+003
171087;4.000000E+003;2.490000E+003
172091;4.000000E+003;2.490000E+003
173091;4.000000E+003;2.490000E+003
174089;4.000000E+003;2.490000E+003
175089;4.000000E+003;2.490000E+003
176105;4.000000E+003;2.490000E+003
177088;4.000000E+003;2.490000E+003
178088;4.000000E+003;2.490000E+003
179088;4.000000E+003;2.490000E+003
180088;4.000000E+003;2.490000E+003
181086;4.000000E+003;2.490000E+003
182086;4.000000E+003;2.490000E+003
183091;4.000000E+003;2.490000E+003
184091;4.000000E+003;2.490000E+003
185089;4.000000E+003;2.490000E+003
186101;4.000000E+003;2.490000E+003
187092;4.000000E+003;2.490000E+003
188084;4.000000E+003;2.490000E+003
189084;4.000000E+003;2.490000E+003
190085;4.000000E+003;2.490000E+003
191090;4.000000E+003;2.490000E+003
192090;4.000000E+003;2.490000E+003
193087;4.000000E+003;2.490000E+003
194088;4.000000E+003;2.490000E+003
195085;4.000000E+003;2.490000E+003
196086;4.000000E+003;2.490000E+003
197102;4.000000E+003;2.490000E+003
198085;4.000000E+003;2.490000E+003
199088;4.000000E+003;2.490000E+003
200086;4.000000E+003;2.490000E+003
201086;4.000000E+003;2.490000E+003
202087;4.000000E+003;2.490000E+003
203091;4.000000E+003;2.490000E+003
204090;4.000000E+003;2.490000E+003
205086;4.000000E+003;2.490000E+003
206085;4.000000E+003;2.490000E+003
207089;4.000000E+003;2.490000E+003
208100;4.000000E+003;2.490000E+003
209092;4.000000E+003;2.490000E+003
210091;4.000000E+003;2.490000E+003
211088;4.000000E+003;2.490000E+003
212087;4.000000E+003;2.490000E+003
213091;4.000000E+003;2.490000E+003
214091;4.000000E+003;2.490000E+003
215088;4.000000E+003;2.490000E+003
216087;4.000000E+003;2.490000E+003
217091;4.000000E+003;2.490000E+003
218091;4.000000E+003;2.490000E+003
219101;4.000000E+003;2.490000E+003
220090;4.000000E+003;2.490000E+003
221090;4.000000E+003;2.490000E+003
222086;4.000000E+003;2.490000E+003
223086;4.000000E+003;2.490000E+003
224090;4.000000E+003;2.490000E+003
225090;4.000000E+003;2.490000E+003
226086;4.000000E+003;2.490000E+003
227086;4.000000E+003;2.490000E+003
228090;4.000000E+003;2.490000E+003
229084;4.000000E+003;2.490000E+003
230104;4.000000E+003;2.490000E+003
231086;4.000000E+003;2.490000E+003
232085;4.000000E+003;2.490000E+003
233089;4.000000E+003;2.490000E+003
234089;4.000000E+003;2.490000E+003
235085;4.000000E+003;2.490000E+003
236085;4.000000E+003;2.490000E+003
237089;4.000000E+003;2.490000E+003
238089;4.000000E+003;2.490000E+003
239089;4.000000E+003;2.490000E+003
240116;4.000000E+003;2.490000E+003
241103;4.000000E+003;2.490000E+003
242086;4.000000E+003;2.490000E+003
243086;4.000000E+003;2.490000E+003
244091;4.000000E+003;2.490000E+003
245091;4.000000E+003;2.490000E+003
246089;4.000000E+003;2.490000E+003
247089;4.000000E+003;2.490000E+003
248086;4.000000E+003;2.490000E+003
249089;4.000000E+003;2.490000E+003
250087;4.000000E+003;2.490000E+003
251100;4.000000E+003;2.490000E+003
252090;4.000000E+003;2.490000E+003
253090;4.000000E+003;2.490000E+003
254088;4.000000E+003;2.490000E+003
255088;4.000000E+003;2.490000E+003
256086;4.000000E+003;2.490000E+003
257086;4.000000E+003;2.490000E+003
258091;4.000000E+003;2.490000E+003
259086;4.000000E+003;2.490000E+003
260091;4.000000E+003;2.490000E+003
261092;4.000000E+003;2.490000E+003
262100;4.000000E+003;2.490000E+003
263091;4.000000E+003;2.490000E+003
264091;4.000000E+003;2.490000E+003
265088;4.000000E+003;2.490000E+003
266089;4.000000E+003;2.490000E+003
267086;4.000000E+003;2.490000E+003
268086;4.000000E+003;2.490000E+003
269085;4.000000E+003;2.490000E+003
270091;4.000000E+003;2.490000E+003
271087;4.000000E+003;2.490000E+003
272113;4.000000E+003;2.490000E+003
273106;4.000000E+003;2.490000E+003
274087;4.000000E+003;2.490000E+003
275087;4.000000E+003;2.490000E+003
276091;4.000000E+003;2.490000E+003
277090;4.000000E+003;2.490000E+003
278087;4.000000E+003;2.490000E+003
279090;4.000000E+003;2.490000E+003
280086;4.000000E+003;2.490000E+003
281085;4.000000E+003;2.490000E+003
282116;4.000000E+003;2.490000E+003
283101;4.000000E+003;2.490000E+003
284085;4.000000E+003;2.490000E+003
285089;4.000000E+003;2.490000E+003
286089;4.000000E+003;2.490000E+003
287085;4.000000E+003;2.490000E+003
288085;4.000000E+003;2.490000E+003
289092;4.000000E+003;2.490000E+003
290091;4.000000E+003;2.490000E+003
291088;4.000000E+003;2.490000E+003
292087;4.000000E+003;2.490000E+003
293091;4.000000E+003;2.490000E+003
294117;4.000000E+003;2.490000E+003
295103;4.000000E+003;2.490000E+003
296085;4.000000E+003;2.490000E+003
297085;4.000000E+003;2.490000E+003
298089;4.000000E+003;2.490000E+003
299091;4.000000E+003;2.490000E+003
300088;4.000000E+003;2.490000E+003
301087;4.000000E+003;2.490000E+003
302091;4.000000E+003;2.490000E+003
303091;4.000000E+003;2.490000E+003
304088;4.000000E+003;2.490000E+003
305115;4.000000E+003;2.490000E+003
306102;4.000000E+003;2.490000E+003
307085;4.000000E+003;2.490000E+003
308085;4.000000E+003;2.490000E+003
309085;4.000000E+003;2.490000E+003
310085;4.000000E+003;2.490000E+003
311090;4.000000E+003;2.490000E+003
312090;4.000000E+003;2.490000E+003
313088;4.000000E+003;2.490000E+003
314088;4.000000E+003;2.490000E+003
315163;4.000000E+003;2.490000E+003
316087;4.000000E+003;2.490000E+003
317085;4.000000E+003;2.490000E+003
318085;4.000000E+003;2.490000E+003
319086;4.000000E+003;2.490000E+003
320086;4.000000E+003;2.490000E+003
321091;4.000000E+003;2.490000E+003
322091;4.000000E+003;2.490000E+003
323089;4.000000E+003;2.490000E+003
324089;4.000000E+003;2.490000E+003
325086;4.000000E+003;2.490000E+003
326137;4.000000E+003;2.490000E+003
327086;4.000000E+003;2.490000E+003
328092;4.000000E+003;2.490000E+003
329087;4.000000E+003;2.490000E+003
